ID,Name,Temperature,Rainfall,Spawn Chance,Root Height,Height Variation,Types,Class
27770,null,null,null,null
27771,null,null,null,null
27772,null,null,null,null
27773,null,null,null,null
27774,null,null,null,null
27775,null,null,null,null
27776,null,null,null,null
27777,null,null,null,null
27778,null,null,null,null
27779,null,null,null,null
27780,null,null,null,null
27781,null,null,null,null
27782,null,null,null,null
27783,null,null,null,null
27784,null,null,null,null
27785,null,null,null,null
27786,null,null,null,null
27787,null,null,null,null
27788,null,null,null,null
27789,null,null,null,null
27790,null,null,null,null
27791,null,null,null,null
27792,null,null,null,null
27793,null,null,null,null
27794,null,null,null,null
27795,null,null,null,null
27796,null,null,null,null
27797,null,null,null,null
27798,null,null,null,null
27799,null,null,null,null
27800,null,null,null,null
27801,null,null,null,null
27802,null,null,null,null
27803,null,null,null,null
27804,null,null,null,null
27805,null,null,null,null
27806,null,null,null,null
27807,null,null,null,null
27808,null,null,null,null
27809,null,null,null,null
27810,null,null,null,null
27811,null,null,null,null
27812,null,null,null,null
27813,null,null,null,null
27814,null,null,null,null
27815,null,null,null,null
27816,null,null,null,null
27817,null,null,null,null
27818,null,null,null,null
27819,null,null,null,null
27820,null,null,null,null
27821,null,null,null,null
27822,null,null,null,null
27823,null,null,null,null
27824,null,null,null,null
27825,null,null,null,null
27826,null,null,null,null
27827,null,null,null,null
27828,null,null,null,null
27829,null,null,null,null
27830,null,null,null,null
27831,null,null,null,null
27832,null,null,null,null
27833,null,null,null,null
27834,null,null,null,null
27835,null,null,null,null
27836,null,null,null,null
27837,null,null,null,null
27838,null,null,null,null
27839,null,null,null,null
27840,null,null,null,null
27841,null,null,null,null
27842,null,null,null,null
27843,null,null,null,null
27844,null,null,null,null
27845,null,null,null,null
27846,null,null,null,null
27847,null,null,null,null
27848,null,null,null,null
27849,null,null,null,null
27850,null,null,null,null
27851,null,null,null,null
27852,null,null,null,null
27853,null,null,null,null
27854,null,null,null,null
27855,null,null,null,null
27856,null,null,null,null
27857,null,null,null,null
27858,null,null,null,null
27859,null,null,null,null
27860,null,null,null,null
27861,null,null,null,null
27862,null,null,null,null
27863,null,null,null,null
27864,null,null,null,null
27865,null,null,null,null
27866,null,null,null,null
27867,null,null,null,null
27868,null,null,null,null
27869,null,null,null,null
27870,null,null,null,null
27871,null,null,null,null
27872,null,null,null,null
27873,null,null,null,null
27874,null,null,null,null
27875,null,null,null,null
27876,null,null,null,null
27877,null,null,null,null
27878,null,null,null,null
27879,null,null,null,null
27880,null,null,null,null
27881,null,null,null,null
27882,null,null,null,null
27883,null,null,null,null
27884,null,null,null,null
27885,null,null,null,null
27886,null,null,null,null
27887,null,null,null,null
27888,null,null,null,null
27889,null,null,null,null
27890,null,null,null,null
27891,null,null,null,null
27892,null,null,null,null
27893,null,null,null,null
27894,null,null,null,null
27895,null,null,null,null
27896,null,null,null,null
27897,null,null,null,null
27898,null,null,null,null
27899,null,null,null,null
27900,null,null,null,null
27901,null,null,null,null
27902,null,null,null,null
27903,null,null,null,null
27904,null,null,null,null
27905,null,null,null,null
27906,null,null,null,null
27907,null,null,null,null
27908,null,null,null,null
27909,null,null,null,null
27910,null,null,null,null
27911,null,null,null,null
27912,null,null,null,null
27913,null,null,null,null
27914,null,null,null,null
27915,null,null,null,null
27916,null,null,null,null
27917,null,null,null,null
27918,null,null,null,null
27919,null,null,null,null
27920,null,null,null,null
27921,null,null,null,null
27922,null,null,null,null
27923,null,null,null,null
27924,null,null,null,null
27925,null,null,null,null
27926,null,null,null,null
27927,null,null,null,null
27928,null,null,null,null
27929,null,null,null,null
27930,null,null,null,null
27931,null,null,null,null
27932,null,null,null,null
27933,null,null,null,null
27934,null,null,null,null
27935,null,null,null,null
27936,null,null,null,null
27937,null,null,null,null
27938,null,null,null,null
27939,null,null,null,null
27940,null,null,null,null
27941,null,null,null,null
27942,null,null,null,null
27943,null,null,null,null
27944,null,null,null,null
27945,null,null,null,null
27946,null,null,null,null
27947,null,null,null,null
27948,null,null,null,null
27949,null,null,null,null
27950,null,null,null,null
27951,null,null,null,null
27952,null,null,null,null
27953,null,null,null,null
27954,null,null,null,null
27955,null,null,null,null
27956,null,null,null,null
27957,null,null,null,null
27958,null,null,null,null
27959,null,null,null,null
27960,null,null,null,null
27961,null,null,null,null
27962,null,null,null,null
27963,null,null,null,null
27964,null,null,null,null
27965,null,null,null,null
27966,null,null,null,null
27967,null,null,null,null
27968,null,null,null,null
27969,null,null,null,null
27970,null,null,null,null
27971,null,null,null,null
27972,null,null,null,null
27973,null,null,null,null
27974,null,null,null,null
27975,null,null,null,null
27976,null,null,null,null
27977,null,null,null,null
27978,null,null,null,null
27979,null,null,null,null
27980,null,null,null,null
27981,null,null,null,null
27982,null,null,null,null
27983,null,null,null,null
27984,null,null,null,null
27985,null,null,null,null
27986,null,null,null,null
27987,null,null,null,null
27988,null,null,null,null
27989,null,null,null,null
27990,null,null,null,null
27991,null,null,null,null
27992,null,null,null,null
27993,null,null,null,null
27994,null,null,null,null
27995,null,null,null,null
27996,null,null,null,null
27997,null,null,null,null
27998,null,null,null,null
27999,null,null,null,null
28000,null,null,null,null
28001,null,null,null,null
28002,null,null,null,null
28003,null,null,null,null
28004,null,null,null,null
28005,null,null,null,null
28006,null,null,null,null
28007,null,null,null,null
28008,null,null,null,null
28009,null,null,null,null
28010,null,null,null,null
28011,null,null,null,null
28012,null,null,null,null
28013,null,null,null,null
28014,null,null,null,null
28015,null,null,null,null
28016,null,null,null,null
28017,null,null,null,null
28018,null,null,null,null
28019,null,null,null,null
28020,null,null,null,null
28021,null,null,null,null
28022,null,null,null,null
28023,null,null,null,null
28024,null,null,null,null
28025,null,null,null,null
28026,null,null,null,null
28027,null,null,null,null
28028,null,null,null,null
28029,null,null,null,null
28030,null,null,null,null
28031,null,null,null,null
28032,null,null,null,null
28033,null,null,null,null
28034,null,null,null,null
28035,null,null,null,null
28036,null,null,null,null
28037,null,null,null,null
28038,null,null,null,null
28039,null,null,null,null
28040,null,null,null,null
28041,null,null,null,null
28042,null,null,null,null
28043,null,null,null,null
28044,null,null,null,null
28045,null,null,null,null
28046,null,null,null,null
28047,null,null,null,null
28048,null,null,null,null
28049,null,null,null,null
28050,null,null,null,null
28051,null,null,null,null
28052,null,null,null,null
28053,null,null,null,null
28054,null,null,null,null
28055,null,null,null,null
28056,null,null,null,null
28057,null,null,null,null
28058,null,null,null,null
28059,null,null,null,null
28060,null,null,null,null
28061,null,null,null,null
28062,null,null,null,null
28063,null,null,null,null
28064,null,null,null,null
28065,null,null,null,null
28066,null,null,null,null
28067,null,null,null,null
28068,null,null,null,null
28069,null,null,null,null
28070,null,null,null,null
28071,null,null,null,null
28072,null,null,null,null
28073,null,null,null,null
28074,null,null,null,null
28075,null,null,null,null
28076,null,null,null,null
28077,null,null,null,null
28078,null,null,null,null
28079,null,null,null,null
28080,null,null,null,null
28081,null,null,null,null
28082,null,null,null,null
28083,null,null,null,null
28084,null,null,null,null
28085,null,null,null,null
28086,null,null,null,null
28087,null,null,null,null
28088,null,null,null,null
28089,null,null,null,null
28090,null,null,null,null
28091,null,null,null,null
28092,null,null,null,null
28093,null,null,null,null
28094,null,null,null,null
28095,null,null,null,null
28096,null,null,null,null
28097,null,null,null,null
28098,null,null,null,null
28099,null,null,null,null
28100,null,null,null,null
28101,null,null,null,null
28102,null,null,null,null
28103,null,null,null,null
28104,null,null,null,null
28105,null,null,null,null
28106,null,null,null,null
28107,null,null,null,null
28108,null,null,null,null
28109,null,null,null,null
28110,null,null,null,null
28111,null,null,null,null
28112,null,null,null,null
28113,null,null,null,null
28114,null,null,null,null
28115,null,null,null,null
28116,null,null,null,null
28117,null,null,null,null
28118,null,null,null,null
28119,null,null,null,null
28120,null,null,null,null
28121,null,null,null,null
28122,null,null,null,null
28123,null,null,null,null
28124,null,null,null,null
28125,null,null,null,null
28126,null,null,null,null
28127,null,null,null,null
28128,null,null,null,null
28129,null,null,null,null
28130,null,null,null,null
28131,null,null,null,null
28132,null,null,null,null
28133,null,null,null,null
28134,null,null,null,null
28135,null,null,null,null
28136,null,null,null,null
28137,null,null,null,null
28138,null,null,null,null
28139,null,null,null,null
28140,null,null,null,null
28141,null,null,null,null
28142,null,null,null,null
28143,null,null,null,null
28144,null,null,null,null
28145,null,null,null,null
28146,null,null,null,null
28147,null,null,null,null
28148,null,null,null,null
28149,null,null,null,null
28150,null,null,null,null
28151,null,null,null,null
28152,null,null,null,null
28153,null,null,null,null
28154,null,null,null,null
28155,null,null,null,null
28156,null,null,null,null
28157,null,null,null,null
28158,null,null,null,null
28159,null,null,null,null
28160,null,null,null,null
28161,null,null,null,null
28162,null,null,null,null
28163,null,null,null,null
28164,null,null,null,null
28165,null,null,null,null
28166,null,null,null,null
28167,null,null,null,null
28168,null,null,null,null
28169,null,null,null,null
28170,null,null,null,null
28171,null,null,null,null
28172,null,null,null,null
28173,null,null,null,null
28174,null,null,null,null
28175,null,null,null,null
28176,null,null,null,null
28177,null,null,null,null
28178,null,null,null,null
28179,null,null,null,null
28180,null,null,null,null
28181,null,null,null,null
28182,null,null,null,null
28183,null,null,null,null
28184,null,null,null,null
28185,null,null,null,null
28186,null,null,null,null
28187,null,null,null,null
28188,null,null,null,null
28189,null,null,null,null
28190,null,null,null,null
28191,null,null,null,null
28192,null,null,null,null
28193,null,null,null,null
28194,null,null,null,null
28195,null,null,null,null
28196,null,null,null,null
28197,null,null,null,null
28198,null,null,null,null
28199,null,null,null,null
28200,null,null,null,null
28201,null,null,null,null
28202,null,null,null,null
28203,null,null,null,null
28204,null,null,null,null
28205,null,null,null,null
28206,null,null,null,null
28207,null,null,null,null
28208,null,null,null,null
28209,null,null,null,null
28210,null,null,null,null
28211,null,null,null,null
28212,null,null,null,null
28213,null,null,null,null
28214,null,null,null,null
28215,null,null,null,null
28216,null,null,null,null
28217,null,null,null,null
28218,null,null,null,null
28219,null,null,null,null
28220,null,null,null,null
28221,null,null,null,null
28222,null,null,null,null
28223,null,null,null,null
28224,null,null,null,null
28225,null,null,null,null
28226,null,null,null,null
28227,null,null,null,null
28228,null,null,null,null
28229,null,null,null,null
28230,null,null,null,null
28231,null,null,null,null
28232,null,null,null,null
