Fluid,Amount,Empty Container,Empty Container Display Name,Empty Container Item,Filled Container,Filled Container Display Name,Filled Container Item
molten.tetraindiumditindibariumtitaniumheptacoppertetrakaidekaoxid,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@991,熔融LuV超导粗胚单元,gregtech:gt.metaitem.99
molten.tetranaquadahdiindiumhexaplatiumosminid,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@992,熔融ZPM超导粗胚单元,gregtech:gt.metaitem.99
molten.thallium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellThallium@0,铊单元,miscutils:itemCellThallium
molten.thaumium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@330,熔融神秘单元,gregtech:gt.metaitem.99
molten.thorium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@96,熔融钍单元,gregtech:gt.metaitem.99
molten.thorium232,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellThorium232@0,钍-232单元,miscutils:itemCellThorium232
molten.thoriumberylliumdepletedmoltensalttbsalt,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellThoriumBerylliumDepletedMoltenSaltTBSalt@0,枯竭钍铍熔盐单元,miscutils:itemCellThoriumBerylliumDepletedMoltenSaltTBSalt
molten.thoriumdepletedmoltensalttsalt,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellThoriumDepletedMoltenSaltTSalt@0,枯竭钍熔盐单元,miscutils:itemCellThoriumDepletedMoltenSaltTSalt
molten.thoriumhexafluoride,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellThoriumHexafluoride@0,六氟化钍单元,miscutils:itemCellThoriumHexafluoride
molten.thoriumtetrafluoride,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellThoriumTetrafluoride@0,四氟化钍单元,miscutils:itemCellThoriumTetrafluoride
molten.thulium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@76,熔融铥单元,gregtech:gt.metaitem.99
molten.tin,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@57,熔融锡单元,gregtech:gt.metaitem.99
molten.tinalloy,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@363,熔融锡铁合金单元,gregtech:gt.metaitem.99
molten.titanium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@28,熔融钛单元,gregtech:gt.metaitem.99
molten.titaniumonabariumdecacoppereikosaoxid,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@988,熔融HV超导粗胚单元,gregtech:gt.metaitem.99
molten.titansteel,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellTitansteel@0,泰坦精钢单元,miscutils:itemCellTitansteel
molten.tpvalloy,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@576,熔融钛铂钒合金单元,gregtech:gt.metaitem.99
molten.transcendentmetal,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@581,熔融超时空金属单元,gregtech:gt.metaitem.99
molten.trichloroaceticacid,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellTrichloroaceticAcid@0,三氯乙酸单元,miscutils:itemCellTrichloroaceticAcid
molten.trinium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@868,熔融三元金属单元,gregtech:gt.metaitem.99
molten.triniumnaquadahalloy,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellTriniumNaquadahAlloy@0,三元硅岩合金单元,miscutils:itemCellTriniumNaquadahAlloy
molten.triniumnaquadahcarbonite,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellTriniumNaquadahCarbonite@0,掺碳三元硅岩合金单元,miscutils:itemCellTriniumNaquadahCarbonite
molten.triniumtitaniumalloy,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellTriniumTitaniumAlloy@0,三元钛合金单元,miscutils:itemCellTriniumTitaniumAlloy
molten.tritanium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@329,熔融三钛单元,gregtech:gt.metaitem.99
molten.tumbaga,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellTumbaga@0,铜金合金单元,miscutils:itemCellTumbaga
molten.tungsten,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@81,熔融钨单元,gregtech:gt.metaitem.99
molten.tungstencarbide,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@370,熔融碳化钨单元,gregtech:gt.metaitem.99
molten.tungstensteel,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@316,熔融钨钢单元,gregtech:gt.metaitem.99
molten.tungstentitaniumcarbide,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellTungstenTitaniumCarbide@0,碳化钨钛合金单元,miscutils:itemCellTungstenTitaniumCarbide
molten.ultimet,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@344,熔融哈氏合金单元,gregtech:gt.metaitem.99
molten.universium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@139,熔融宇宙素单元,gregtech:gt.metaitem.99
molten.uranium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@98,熔融铀-238单元,gregtech:gt.metaitem.99
molten.uranium232,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellUranium232@0,铀-232单元,miscutils:itemCellUranium232
molten.uranium233,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellUranium233@0,铀-233单元,miscutils:itemCellUranium233
molten.uranium235,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@97,熔融铀-235单元,gregtech:gt.metaitem.99
molten.uraniumdepletedmoltensaltusalt,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellUraniumDepletedMoltenSaltUSalt@0,枯竭铀熔盐单元,miscutils:itemCellUraniumDepletedMoltenSaltUSalt
molten.uraniumhexafluoride,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellUraniumHexafluoride@0,六氟化铀单元,miscutils:itemCellUraniumHexafluoride
molten.uraniumtetrafluoride,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellUraniumTetrafluoride@0,四氟化铀单元,miscutils:itemCellUraniumTetrafluoride
molten.uraniumtriplatinid,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@989,熔融EV超导粗胚单元,gregtech:gt.metaitem.99
molten.vanadium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@29,熔融钒单元,gregtech:gt.metaitem.99
molten.vanadiumgallium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@357,熔融钒镓合金单元,gregtech:gt.metaitem.99
molten.vanadiumsteel,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@371,熔融钒钢单元,gregtech:gt.metaitem.99
molten.vanadiumtriindinid,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@990,熔融IV超导粗胚单元,gregtech:gt.metaitem.99
molten.vibrantalloy,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@367,熔融脉冲合金单元,gregtech:gt.metaitem.99
molten.vinteum,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@529,熔融温特姆单元,gregtech:gt.metaitem.99
molten.vividalloy,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@408,熔融生动合金单元,gregtech:gt.metaitem.99
molten.void,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@970,熔融虚空金属单元,gregtech:gt.metaitem.99
molten.vulcanite,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@489,熔融胶木单元,gregtech:gt.metaitem.99
molten.vyroxeres,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@951,熔融幽冥剧毒结晶单元,gregtech:gt.metaitem.99
molten.watertightsteel,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellWatertightSteel@0,防水钢单元,miscutils:itemCellWatertightSteel
molten.whitedwarfmatter,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@585,熔融白矮星物质单元,gregtech:gt.metaitem.99
molten.ytterbium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@77,熔融镱单元,gregtech:gt.metaitem.99
molten.yttrium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@45,熔融钇单元,gregtech:gt.metaitem.99
molten.yttriumbariumcuprate,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@358,熔融钇钡铜氧合金单元,gregtech:gt.metaitem.99
molten.zeron100,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellZeron100@0,塞龙-100单元,miscutils:itemCellZeron100
molten.zinc,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@36,熔融锌单元,gregtech:gt.metaitem.99
molten.zircaloy-2,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@10083,熔融锆锡合金-2单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.zircaloy-4,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@10082,熔融锆锡合金-4单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.zirconium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellZirconium@0,锆单元,miscutils:itemCellZirconium
molten.zirconiumcarbide,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellZirconiumCarbide@0,碳化锆单元,miscutils:itemCellZirconiumCarbide
molten.zn-th alloy,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@10053,熔融锌钍合金单元,bartworks:gt.bwMetaGeneratedcellMolten
moltenexohalkonitebase,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30155,熔融超然恒坚钢配制基底单元,gregtech:gt.metaitem.01
moltenstar,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@12305,MoltenStar单元,bartworks:gt.bwMetaGeneratedcell
mtbereactionmixture(butane),1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30425,MTBE反应混合物(丁烷)单元,gregtech:gt.metaitem.01
mtbereactionmixture(butene),1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30983,MTBE反应混合物(丁烯)单元,gregtech:gt.metaitem.01
mud.red.slurry,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.MudRedSlurry@0,赤泥浆单元,miscutils:MudRedSlurry
muddy bastnasite rare earth solution,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11100,氟碳镧铈稀土浊溶液单元,bartworks:gt.bwMetaGeneratedcell
muddy monazite rare earth solution,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11014,独居石稀土浊溶液单元,bartworks:gt.bwMetaGeneratedcell
muddy samarium rare earth solution,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11461,钐稀土浊液单元,bartworks:gt.bwMetaGeneratedcell
mushroomstew,1000,1xitem.bowl@0,碗,minecraft:bowl,1xitem.mushroomStew@0,蘑菇煲,minecraft:mushroom_stew
mutagen,1000,1xitem.for.canEmpty@0,罐,Forestry:canEmpty,1xitem.gendustry.mutagen.can@0,诱变剂罐,gendustry:MutagenCan
mutagen,1000,1xitem.bucket@0,铁桶,minecraft:bucket,1xitem.gendustry.mutagen.bucket@0,诱变剂桶,gendustry:MutagenBucket
mutagen,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.98@2,诱变剂单元,gregtech:gt.metaitem.98
naphthenicacid,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30760,环烷酸单元,gregtech:gt.metaitem.01
naquadah asphalt,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10028,硅岩沥青单元,bartworks:gt.bwMetaGeneratedcell
naquadah based liquid fuel mki,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10039,硅岩基流体燃料-MkI单元,bartworks:gt.bwMetaGeneratedcell
naquadah based liquid fuel mki (depleted),1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10040,硅岩基流体燃料-MkI(枯竭的)单元,bartworks:gt.bwMetaGeneratedcell
naquadah based liquid fuel mkii,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10041,硅岩基流体燃料-MkII单元,bartworks:gt.bwMetaGeneratedcell
naquadah based liquid fuel mkii (depleted),1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10042,硅岩基流体燃料-MkII(枯竭的)单元,bartworks:gt.bwMetaGeneratedcell
naquadah based liquid fuel mkiii,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10046,硅岩基流体燃料-MkIII单元,bartworks:gt.bwMetaGeneratedcell
naquadah based liquid fuel mkiii (depleted),1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10047,硅岩基流体燃料-MkIII(枯竭的)单元,bartworks:gt.bwMetaGeneratedcell
naquadah based liquid fuel mkiv,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10048,硅岩基流体燃料-MkIV单元,bartworks:gt.bwMetaGeneratedcell
naquadah based liquid fuel mkiv (depleted),1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10049,硅岩基流体燃料-MkIV(枯竭的)单元,bartworks:gt.bwMetaGeneratedcell
naquadah based liquid fuel mkv,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10050,硅岩基流体燃料-MkV单元,bartworks:gt.bwMetaGeneratedcell
naquadah based liquid fuel mkv (depleted),1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10051,硅岩基流体燃料-MkV(枯竭的)单元,bartworks:gt.bwMetaGeneratedcell
naquadah based liquid fuel mkvi,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10116,硅岩基流体燃料-MkVI单元,bartworks:gt.bwMetaGeneratedcell
naquadah based liquid fuel mkvi (depleted),1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10117,硅岩基流体燃料-MkVI(枯竭的)单元,bartworks:gt.bwMetaGeneratedcell
naquadah emulsion,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10037,硅岩乳液单元,bartworks:gt.bwMetaGeneratedcell
naquadah gas,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10027,硅岩气单元,bartworks:gt.bwMetaGeneratedcell
naquadah goo,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10079,硅岩黏浆单元,bartworks:gt.bwMetaGeneratedcell
naquadah solution,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10038,硅岩溶液单元,bartworks:gt.bwMetaGeneratedcell
naquadah-adamantium solution,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10061,硅岩-精金溶液单元,bartworks:gt.bwMetaGeneratedcell
naquadah-rich solution,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10062,高纯硅岩溶液单元,bartworks:gt.bwMetaGeneratedcell
naquadria goo,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10081,超能硅岩黏浆单元,bartworks:gt.bwMetaGeneratedcell
naquadria waste,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@25106,超能硅岩废液单元,bartworks:gt.bwMetaGeneratedcell
naquadria-rich solution,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@10075,高纯超能硅岩溶液单元,bartworks:gt.bwMetaGeneratedcell
nefariousgas,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30120,邪恶气体单元,gregtech:gt.metaitem.01
nefariousoil,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30122,邪恶原油单元,gregtech:gt.metaitem.01
neodymium chloride concentrate,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11434,氯化钕浓缩液单元,bartworks:gt.bwMetaGeneratedcell
neodymium extracting nano resin,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11407,钕萃取纳米树脂单元,bartworks:gt.bwMetaGeneratedcell
neon,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellNeon@0,氖单元,miscutils:itemCellNeon
neon,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@41,氖单元,bartworks:gt.bwMetaGeneratedcell
neptuniumhexafluoride,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellNeptuniumHexafluoride@0,六氟化镎单元,miscutils:itemCellNeptuniumHexafluoride
netherair,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30118,下界空气单元,gregtech:gt.metaitem.01
nethersemifluid,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30119,半流质下界空气单元,gregtech:gt.metaitem.01
neutralised red mud,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@25055,中和赤泥单元,bartworks:gt.bwMetaGeneratedcell
nickel.molten,1000,1xitem.bucket@0,铁桶,minecraft:bucket,1xitem.tconstruct.bucket@17,桶装熔融镍,TConstruct:buckets
nickel.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,黏土桶(烤制),IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@17,黏土桶(熔融镍),IguanaTweaksTConstruct:clayBucketsTinkers
nickeltetracarbonyl,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30791,四羰基镍单元,gregtech:gt.metaitem.01
nitric monazite leached concentrate,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11018,浓缩硝酸独居石浸出溶液单元,bartworks:gt.bwMetaGeneratedcell
nitric-leached monazite mixture,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11046,硝酸独居石浸出混合物单元,bartworks:gt.bwMetaGeneratedcell
nitricacid,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30653,硝酸单元,gregtech:gt.metaitem.01
nitricoxide,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30658,一氧化氮单元,gregtech:gt.metaitem.01
nitrobenzene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.nitrobenzene@0,硝基苯单元,miscutils:nitrobenzene
nitrofuel,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30709,高十六烷值柴油单元,gregtech:gt.metaitem.01
nitrogen,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30012,氮单元,gregtech:gt.metaitem.01
nitrogenated bastnasite rarer earth oxides,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11114,氮化氟碳镧铈罕土氧化物单元,bartworks:gt.bwMetaGeneratedcell
nitrogenated monazite rare earth concentrate,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11017,浓缩氮化独居石稀土溶液单元,bartworks:gt.bwMetaGeneratedcell
nitrogendioxide,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30717,二氧化氮单元,gregtech:gt.metaitem.01
nitromethane,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@29914,硝基甲烷单元,bartworks:gt.bwMetaGeneratedcell
nitrous acid,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@25028,亚硝酸单元,bartworks:gt.bwMetaGeneratedcell
nitrousoxide,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30993,一氧化二氮单元,gregtech:gt.metaitem.01
nmethylpyrolidone,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30783,N-甲基吡咯烷酮单元,gregtech:gt.metaitem.01
noblegases,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30496,稀有气体单元,gregtech:gt.metaitem.01
nuclear.waste,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.NuclearWaste@0,核废水单元,miscutils:NuclearWaste
nutrient_distillation,1000,1xitem.bucket@0,铁桶,minecraft:bucket,1xitem.bucketNutrient_distillation@0,桶装营养精华液,EnderIO:bucketNutrient_distillation
obsidian sluice,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@25118,黑曜石泥浆单元,bartworks:gt.bwMetaGeneratedcell
obsidian.molten,1000,1xitem.bucket@0,铁桶,minecraft:bucket,1xitem.tconstruct.bucket@11,桶装熔融黑曜石,TConstruct:buckets
obsidian.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,黏土桶(烤制),IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@11,黏土桶(熔融黑曜石),IguanaTweaksTConstruct:clayBucketsTinkers
octane,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30995,辛烷单元,gregtech:gt.metaitem.01
oganesson,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@38,鿫单元,bartworks:gt.bwMetaGeneratedcell
oil,1000,1xitem.oilCanisterPartial@1001,空罐,GalacticraftCore:item.oilCanisterPartial,1xitem.oilCanisterPartial@1,油罐(满),GalacticraftCore:item.oilCanisterPartial
oil,1000,1xitem.bucket@0,铁桶,minecraft:bucket,1xitem.bucketOil@0,石油桶,GalacticraftCore:item.bucketOil
oil,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xitem.for.waxCapsuleOil@0,石油胶囊,Forestry:waxCapsuleOil
oil,1000,1xitem.bucket@0,铁桶,minecraft:bucket,1xitem.bucketOil@0,石油桶,BuildCraft|Energy:bucketOil
oil,2000,1xitem.capsule.magic@0,空魔力胶囊,MagicBees:capsule.magic,1xitem.capsule.magic@5,石油魔力胶囊,MagicBees:capsule.magic
oil,1000,1xitem.iguana.tcon.clayBucketFired@0,黏土桶(烤制),IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket.oil@0,黏土桶(石油),IguanaTweaksTConstruct:clayBucketOil
oil,8000,1xitem.capsule.void@0,空虚空胶囊,MagicBees:capsule.void,1xitem.capsule.void@5,石油虚空胶囊,MagicBees:capsule.void
oil,1000,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xitem.for.refractoryOil@0,石油胶囊,Forestry:refractoryOil
